subject,relation,object
"Behavioral Health Services for Children, Adolescents, and Families (Family Practice & Counseling Network)",xmlschema11-2#time,"""Sunday Closed"
"Behavioral Health Services for Children, Adolescents, and Families (Family Practice & Counseling Network)",xmlschema11-2#time,"""Monday from 08:30 to 17:00"""
"Behavioral Health Services for Children, Adolescents, and Families (Family Practice & Counseling Network)",xmlschema11-2#time,"""Saturday Closed"
"Behavioral Health Services for Children, Adolescents, and Families (Family Practice & Counseling Network)",xmlschema11-2#time,"""Wednesday from 08:30 to 17:00"""
"Behavioral Health Services for Children, Adolescents, and Families (Family Practice & Counseling Network)",xmlschema11-2#time,"""Tuesday from 08:30 to 17:00"""
"Behavioral Health Services for Children, Adolescents, and Families (Family Practice & Counseling Network)",xmlschema11-2#time,"""Thursday from 08:30 to 17:00"""
"Behavioral Health Services for Children, Adolescents, and Families (Family Practice & Counseling Network)",xmlschema11-2#time,"""Friday Closed"
"Behavioral Health Services for Children, Adolescents, and Families (Family Practice & Counseling Network)",conditionsOfAccess,""""""
Rearing Successful Sons (Presbytery of Philadelphia),latitude,39.9378617
Rearing Successful Sons (Presbytery of Philadelphia),audience,Teens
Rearing Successful Sons (Presbytery of Philadelphia),category,SupportNetwork
Rearing Successful Sons (Presbytery of Philadelphia),language,English
Rearing Successful Sons (Presbytery of Philadelphia),audience,Male
Rearing Successful Sons (Presbytery of Philadelphia),audience,Children
Rearing Successful Sons (Presbytery of Philadelphia),category,FinancialEducation
Rearing Successful Sons (Presbytery of Philadelphia),category,SpiritualSupport
Rearing Successful Sons (Presbytery of Philadelphia),audience,AfricanAmerican
Rearing Successful Sons (Presbytery of Philadelphia),category,MentalHealthCare
Rearing Successful Sons (Presbytery of Philadelphia),cost,Free
Rearing Successful Sons (Presbytery of Philadelphia),category,Mentoring
Rearing Successful Sons (Presbytery of Philadelphia),category,AfterSchoolCare
Rearing Successful Sons (Presbytery of Philadelphia),category,CaseManagement
Rearing Successful Sons (Presbytery of Philadelphia),category,Recreation
Rearing Successful Sons (Presbytery of Philadelphia),availability,Available
Rearing Successful Sons (Presbytery of Philadelphia),category,MoreEducation
Rearing Successful Sons (Presbytery of Philadelphia),service type,Mental Health
Rearing Successful Sons (Presbytery of Philadelphia),postalCode,"""19146"""
Rearing Successful Sons (Presbytery of Philadelphia),url,"""https://www.twitter.com/@Presby_Phl"""
Rearing Successful Sons (Presbytery of Philadelphia),url,"""https://www.facebook.com/pages/Presbytery-of-Philadelphia/220169698151940"""
Rearing Successful Sons (Presbytery of Philadelphia),identifier,"""Rearing Successful Sons (Presbytery of Philadelphia)_6229254958350336"""
Rearing Successful Sons (Presbytery of Philadelphia),name,"""Rearing Successful Sons (Presbytery of Philadelphia)"""
Rearing Successful Sons (Presbytery of Philadelphia),name,""""""
Rearing Successful Sons (Presbytery of Philadelphia),hasMap,XMLSchema#anyUri
Rearing Successful Sons (Presbytery of Philadelphia),areaServed,"""This program covers residents of the following cities: Philadelphia, PA."""
Rearing Successful Sons (Presbytery of Philadelphia),provider,Rearing Successful Sons (Presbytery of Philadelphia)
Rearing Successful Sons (Presbytery of Philadelphia),address,"""1201 South 23rd Street, Philadelphia, PA 19146"""
Rearing Successful Sons (Presbytery of Philadelphia),longitude,XMLSchema#decimal
Rearing Successful Sons (Presbytery of Philadelphia),availableChannel,AB-Rearing Successful Sons (Presbytery of Philadelphia)
Rearing Successful Sons (Presbytery of Philadelphia),availableChannel,P-Rearing Successful Sons (Presbytery of Philadelphia)
Rearing Successful Sons (Presbytery of Philadelphia),containedInPlace,19146
Rearing Successful Sons (Presbytery of Philadelphia),description,Rearing Successful Sons (Presbytery of Philadelphia)
Rearing Successful Sons (Presbytery of Philadelphia),telephone,"""tel:+1-215-389-5504"""
Rearing Successful Sons (Presbytery of Philadelphia),text,"""Rearing Successful Sons is an innovative faith-based initiative designed and planned to teach, guide, model and mentor young African-American males ages 9 -17 in South Philadelphia’s Point Breeze community. Trained volunteers guide participants through a series of self-directed learning modules that focus on spirituality, financial literacy, meaning of family, emotional and physical health, education, career development and social engagement.This program provides: - Life skills and communication training- Culturally competent mentorship- Networking and enrichment opportunities- Healthcare services that help to address underlying behavioral issues- Field trips- Activities- Case managementThis program is conducted four days a week after school."""
Rearing Successful Sons (Presbytery of Philadelphia),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
Rearing Successful Sons (Presbytery of Philadelphia),xmlschema11-2#time,"""Saturday Closed"
Rearing Successful Sons (Presbytery of Philadelphia),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
Rearing Successful Sons (Presbytery of Philadelphia),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
Rearing Successful Sons (Presbytery of Philadelphia),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
Rearing Successful Sons (Presbytery of Philadelphia),xmlschema11-2#time,"""Sunday Closed"
Rearing Successful Sons (Presbytery of Philadelphia),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
Rearing Successful Sons (Presbytery of Philadelphia),conditionsOfAccess,"""This program helps people who are 9 to 17 years old.', 'This program supports young African-American males in South Philadelphia’s Point Breeze community."""
Family Self-Sufficiency Program (ACHIEVEability),latitude,39.9620586
Family Self-Sufficiency Program (ACHIEVEability),audience,LowIncome
Family Self-Sufficiency Program (ACHIEVEability),category,FinancialEducation
Family Self-Sufficiency Program (ACHIEVEability),audience,Families
Family Self-Sufficiency Program (ACHIEVEability),category,BabySupplies
Family Self-Sufficiency Program (ACHIEVEability),category,HelpFindSchool
Family Self-Sufficiency Program (ACHIEVEability),cost,Free
Family Self-Sufficiency Program (ACHIEVEability),category,Clothing
Family Self-Sufficiency Program (ACHIEVEability),category,HelpPayForHousing
Family Self-Sufficiency Program (ACHIEVEability),category,TaxPreparation
Family Self-Sufficiency Program (ACHIEVEability),category,HelpPayForSchool
Family Self-Sufficiency Program (ACHIEVEability),availability,Available
Family Self-Sufficiency Program (ACHIEVEability),category,ResidentialHousing
Family Self-Sufficiency Program (ACHIEVEability),category,FamilyCounseling
Family Self-Sufficiency Program (ACHIEVEability),category,SkillsAndTraining
Family Self-Sufficiency Program (ACHIEVEability),language,English
Family Self-Sufficiency Program (ACHIEVEability),category,CommunitySupportServices
Family Self-Sufficiency Program (ACHIEVEability),category,HelpFindHousing
Family Self-Sufficiency Program (ACHIEVEability),audience,Adults18
Family Self-Sufficiency Program (ACHIEVEability),category,IndividualCounseling
Family Self-Sufficiency Program (ACHIEVEability),category,HelpFindWork
Family Self-Sufficiency Program (ACHIEVEability),service type,Mental Health
Family Self-Sufficiency Program (ACHIEVEability),postalCode,"""19139"""
Family Self-Sufficiency Program (ACHIEVEability),url,"""None"""
Family Self-Sufficiency Program (ACHIEVEability),identifier,"""Family Self-Sufficiency Program (ACHIEVEability)_5665724315205632"""
Family Self-Sufficiency Program (ACHIEVEability),name,""""""
Family Self-Sufficiency Program (ACHIEVEability),name,"""Family Self-Sufficiency Program (ACHIEVEability)"""
Family Self-Sufficiency Program (ACHIEVEability),hasMap,XMLSchema#anyUri
Family Self-Sufficiency Program (ACHIEVEability),areaServed,"""This program covers residents of the following cities: Philadelphia, PA."""
Family Self-Sufficiency Program (ACHIEVEability),provider,Family Self-Sufficiency Program (ACHIEVEability)
Family Self-Sufficiency Program (ACHIEVEability),address,"""5901 Market Street, Philadelphia, PA 19139"""
Family Self-Sufficiency Program (ACHIEVEability),longitude,XMLSchema#decimal
Family Self-Sufficiency Program (ACHIEVEability),availableChannel,AB-Family Self-Sufficiency Program (ACHIEVEability)
Family Self-Sufficiency Program (ACHIEVEability),availableChannel,P-Family Self-Sufficiency Program (ACHIEVEability)
Family Self-Sufficiency Program (ACHIEVEability),containedInPlace,19139
Family Self-Sufficiency Program (ACHIEVEability),description,Family Self-Sufficiency Program (ACHIEVEability)
Family Self-Sufficiency Program (ACHIEVEability),telephone,"""tel:+1-215-748-8800"""
Family Self-Sufficiency Program (ACHIEVEability),telephone,"""tel:+1-267-930-5412"""
Family Self-Sufficiency Program (ACHIEVEability),text,"""ACHIEVEability's Family Self-Sufficiency Program (FSSP) offers affordable housing and wrap around coaching supports to families experiencing housing instability. Through FSSP, professional coaches with a background in social work will provide clients with one-on-one counseling and guidance on career, education, financial, parenting, and personal goals. These supports add structure while parents go back to school for a better degree, navigate the start of a career,  establish next steps in housing, and step into a homebuying pipeline to secure generational wealth for their family."""
Family Self-Sufficiency Program (ACHIEVEability),xmlschema11-2#time,"""Tuesday from 09:00 to 17:00"""
Family Self-Sufficiency Program (ACHIEVEability),xmlschema11-2#time,"""Wednesday from 09:00 to 17:00"""
Family Self-Sufficiency Program (ACHIEVEability),xmlschema11-2#time,"""Sunday Closed"
Family Self-Sufficiency Program (ACHIEVEability),xmlschema11-2#time,"""Friday from 09:00 to 17:00"""
Family Self-Sufficiency Program (ACHIEVEability),xmlschema11-2#time,"""Thursday from 09:00 to 17:00"""
Family Self-Sufficiency Program (ACHIEVEability),xmlschema11-2#time,"""Saturday Closed"
Family Self-Sufficiency Program (ACHIEVEability),xmlschema11-2#time,"""Monday from 09:00 to 17:00"""
Family Self-Sufficiency Program (ACHIEVEability),conditionsOfAccess,"""Single parent with custody of child(ren) 17 years old or younger', 'Working 30 hours a week, making $1,500 a month', 'Looking to go back to school to obtain a degree"""
Substance Abuse Treatment (CORA Services),latitude,40.0817112
Substance Abuse Treatment (CORA Services),language,English
Substance Abuse Treatment (CORA Services),availability,Available
Substance Abuse Treatment (CORA Services),category,FamilyCounseling
Substance Abuse Treatment (CORA Services),cost,ReducedCost
Substance Abuse Treatment (CORA Services),audience,Families
Substance Abuse Treatment (CORA Services),category,SubstanceAbuseCounseling
Substance Abuse Treatment (CORA Services),category,NavigatingTheSystem
Substance Abuse Treatment (CORA Services),audience,DualDiagnosis
Substance Abuse Treatment (CORA Services),audience,SubstanceDependency
Substance Abuse Treatment (CORA Services),category,MentalHealthCare
Substance Abuse Treatment (CORA Services),audience,Teens
Substance Abuse Treatment (CORA Services),category,CaseManagement
Substance Abuse Treatment (CORA Services),audience,YoungAdults
Substance Abuse Treatment (CORA Services),category,AddictionAndRecovery
Substance Abuse Treatment (CORA Services),category,OutpatientTreatment
Substance Abuse Treatment (CORA Services),audience,Adults
Substance Abuse Treatment (CORA Services),audience,Children
Substance Abuse Treatment (CORA Services),category,Counseling
Substance Abuse Treatment (CORA Services),category,IndividualCounseling
Substance Abuse Treatment (CORA Services),service type,Mental Health
Substance Abuse Treatment (CORA Services),postalCode,"""19111"""
Substance Abuse Treatment (CORA Services),url,"""None"""
Substance Abuse Treatment (CORA Services),identifier,"""Substance Abuse Treatment (CORA Services)_5670963753779200"""
Substance Abuse Treatment (CORA Services),name,"""Substance Abuse Treatment (CORA Services)"""
Substance Abuse Treatment (CORA Services),name,""""""
Substance Abuse Treatment (CORA Services),hasMap,XMLSchema#anyUri
Substance Abuse Treatment (CORA Services),areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
Substance Abuse Treatment (CORA Services),provider,Substance Abuse Treatment (CORA Services)
Substance Abuse Treatment (CORA Services),address,"""8540 Verree Road, Philadelphia, PA 19111"""
Substance Abuse Treatment (CORA Services),longitude,XMLSchema#decimal
Substance Abuse Treatment (CORA Services),availableChannel,AB-Substance Abuse Treatment (CORA Services)
Substance Abuse Treatment (CORA Services),availableChannel,P-Substance Abuse Treatment (CORA Services)
Substance Abuse Treatment (CORA Services),containedInPlace,19111
Substance Abuse Treatment (CORA Services),description,Substance Abuse Treatment (CORA Services)
Substance Abuse Treatment (CORA Services),telephone,"""tel:+1-215-342-7660"""
Substance Abuse Treatment (CORA Services),text,"""""""CORA Services Community Services Division provides PA Licensed drug-free, outpatient drug and alcohol treatment programs for children, adolescents, adults, and their families in Philadelphia CountyServices include:- Initial assessment- Service planning- Individual, group and family therapy- Case management (adolescents only)- Service and resource referralsCORA accepts Medicaid for this service as well as private commercial insurances."""""""
Substance Abuse Treatment (CORA Services),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
Substance Abuse Treatment (CORA Services),xmlschema11-2#time,"""Saturday Closed"
Substance Abuse Treatment (CORA Services),xmlschema11-2#time,"""Tuesday from 08:00 to 21:00"""
Substance Abuse Treatment (CORA Services),xmlschema11-2#time,"""Wednesday from 08:00 to 21:00"""
Substance Abuse Treatment (CORA Services),xmlschema11-2#time,"""Monday from 08:00 to 21:00"""
Substance Abuse Treatment (CORA Services),xmlschema11-2#time,"""Thursday from 08:00 to 21:00"""
Substance Abuse Treatment (CORA Services),xmlschema11-2#time,"""Sunday Closed"
Substance Abuse Treatment (CORA Services),conditionsOfAccess,"""Must live in Philadelphia County."""
The Grow Clinic (Center for Hunger Free Communities),latitude,40.0075861
The Grow Clinic (Center for Hunger Free Communities),language,English
The Grow Clinic (Center for Hunger Free Communities),category,CheckupAndTest
The Grow Clinic (Center for Hunger Free Communities),audience,Infants
The Grow Clinic (Center for Hunger Free Communities),availability,Available
The Grow Clinic (Center for Hunger Free Communities),category,IndividualCounseling
The Grow Clinic (Center for Hunger Free Communities),category,MentalHealthCare
The Grow Clinic (Center for Hunger Free Communities),audience,Children
The Grow Clinic (Center for Hunger Free Communities),cost,ReducedCost
The Grow Clinic (Center for Hunger Free Communities),category,MentalHealthEvaluation
The Grow Clinic (Center for Hunger Free Communities),audience,BenefitRecipients
The Grow Clinic (Center for Hunger Free Communities),service type,Mental Health
The Grow Clinic (Center for Hunger Free Communities),postalCode,"""19134"""
The Grow Clinic (Center for Hunger Free Communities),url,"""None"""
The Grow Clinic (Center for Hunger Free Communities),identifier,"""The Grow Clinic (Center for Hunger Free Communities)_5118331347795968"""
The Grow Clinic (Center for Hunger Free Communities),name,""""""
The Grow Clinic (Center for Hunger Free Communities),name,"""The Grow Clinic (Center for Hunger Free Communities)"""
The Grow Clinic (Center for Hunger Free Communities),hasMap,XMLSchema#anyUri
The Grow Clinic (Center for Hunger Free Communities),areaServed,"""This program covers residents of the following cities: Philadelphia, PA."""
The Grow Clinic (Center for Hunger Free Communities),provider,The Grow Clinic (Center for Hunger Free Communities)
The Grow Clinic (Center for Hunger Free Communities),address,"""East Erie Avenue and North Front Street, Philadelphia, PA 19134"""
The Grow Clinic (Center for Hunger Free Communities),longitude,XMLSchema#decimal
The Grow Clinic (Center for Hunger Free Communities),longitude,XMLSchema#decimal
The Grow Clinic (Center for Hunger Free Communities),availableChannel,AB-The Grow Clinic (Center for Hunger Free Communities)
The Grow Clinic (Center for Hunger Free Communities),availableChannel,P-The Grow Clinic (Center for Hunger Free Communities)
The Grow Clinic (Center for Hunger Free Communities),containedInPlace,19134
The Grow Clinic (Center for Hunger Free Communities),description,The Grow Clinic (Center for Hunger Free Communities)
The Grow Clinic (Center for Hunger Free Communities),telephone,"""tel:+1-215-427-4769"""
The Grow Clinic (Center for Hunger Free Communities),text,"""The Grow Clinic provides integrative medical care for young children with “failure to thrive.\"" The Clinic works to prevent the long-term health and developmental effects in young children caused by inadequate nutrition.Services provided:- healthcare evaluation and treatment- psychosocial treatment- social services assessment- developmental assessment- behavioral counseling- social work servicesAt the GROW Clinic, we work with you to get your baby’s growth on track. We accept Medicaid and Medicare."""
The Grow Clinic (Center for Hunger Free Communities),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
The Grow Clinic (Center for Hunger Free Communities),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
The Grow Clinic (Center for Hunger Free Communities),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
The Grow Clinic (Center for Hunger Free Communities),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
The Grow Clinic (Center for Hunger Free Communities),xmlschema11-2#time,"""Saturday Closed"
The Grow Clinic (Center for Hunger Free Communities),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
The Grow Clinic (Center for Hunger Free Communities),xmlschema11-2#time,"""Sunday Closed"
The Grow Clinic (Center for Hunger Free Communities),conditionsOfAccess,"""This program helps people who are younger than 3 years old.', 'Must have Medicare or Medicaid."""
Outpatient Mental Health Services (Bethanna),latitude,39.9583437
Outpatient Mental Health Services (Bethanna),audience,AllMentalHealth
Outpatient Mental Health Services (Bethanna),audience,Children
Outpatient Mental Health Services (Bethanna),availability,Available
Outpatient Mental Health Services (Bethanna),audience,Families
Outpatient Mental Health Services (Bethanna),category,MentalHealthEvaluation
Outpatient Mental Health Services (Bethanna),category,FamilyCounseling
Outpatient Mental Health Services (Bethanna),audience,TraumaSurvivors
Outpatient Mental Health Services (Bethanna),audience,Teens
Outpatient Mental Health Services (Bethanna),language,English
Outpatient Mental Health Services (Bethanna),category,GroupTherapy
Outpatient Mental Health Services (Bethanna),category,SpecializedTherapy
Outpatient Mental Health Services (Bethanna),category,MedicationsForMentalHealth
Outpatient Mental Health Services (Bethanna),category,MentalHealthCare
Outpatient Mental Health Services (Bethanna),audience,BenefitRecipients
Outpatient Mental Health Services (Bethanna),cost,ReducedCost
Outpatient Mental Health Services (Bethanna),language,Spanish
Outpatient Mental Health Services (Bethanna),category,Counseling
Outpatient Mental Health Services (Bethanna),service type,Mental Health
Outpatient Mental Health Services (Bethanna),postalCode,"""19107"""
Outpatient Mental Health Services (Bethanna),url,"""https://www.facebook.com/BethannaCS/"""
Outpatient Mental Health Services (Bethanna),identifier,"""Outpatient Mental Health Services (Bethanna)_5842773518581760"""
Outpatient Mental Health Services (Bethanna),name,""""""
Outpatient Mental Health Services (Bethanna),name,"""Outpatient Mental Health Services (Bethanna)"""
Outpatient Mental Health Services (Bethanna),hasMap,XMLSchema#anyUri
Outpatient Mental Health Services (Bethanna),areaServed,"""This program covers residents of the following counties: Bucks County, PA, Montgomery County, PA and Philadelphia County, PA."""
Outpatient Mental Health Services (Bethanna),provider,Outpatient Mental Health Services (Bethanna)
Outpatient Mental Health Services (Bethanna),address,"""1212 Wood Street, Philadelphia, PA 19107"""
Outpatient Mental Health Services (Bethanna),longitude,XMLSchema#decimal
Outpatient Mental Health Services (Bethanna),availableChannel,AB-Outpatient Mental Health Services (Bethanna)
Outpatient Mental Health Services (Bethanna),availableChannel,P-Outpatient Mental Health Services (Bethanna)
Outpatient Mental Health Services (Bethanna),containedInPlace,19107
Outpatient Mental Health Services (Bethanna),description,Outpatient Mental Health Services (Bethanna)
Outpatient Mental Health Services (Bethanna),telephone,"""tel:+1-800-394-6500"""
Outpatient Mental Health Services (Bethanna),text,"""Bethanna's Outpatient Clinics provide services to children, youth and their families, who have experienced various forms of trauma, struggle to maintain secure attachments and need help to utilize healthy coping skills to navigate life’s challenges. Interventions reflect an understanding of child development, the effects of attachment disruptions, and the belief that a nurturing living environment creates security and stability. Services:- Comprehensive Evaluations with a Child Psychiatrist or Psychologist- Individual and Family Therapy- Trauma-Focused Cognitive Behavioral Therapy (TF-CBT)- Ecosystem Family Therapy (ESFT)- Parent-Child Interaction (PCIT)- Art, Play and other Creative Therapies- Group Therapy- Medication  Evaluation and Monitoring- All clinical services are overseen by psychiatrists and licensed behavioral health professionals.This program accepts Medicaid."""
Outpatient Mental Health Services (Bethanna),xmlschema11-2#time,"""Sunday Closed"
Outpatient Mental Health Services (Bethanna),xmlschema11-2#time,"""Monday from 09:00 to 21:00"""
Outpatient Mental Health Services (Bethanna),xmlschema11-2#time,"""Friday from 09:00 to 21:00"""
Outpatient Mental Health Services (Bethanna),xmlschema11-2#time,"""Tuesday from 09:00 to 21:00"""
Outpatient Mental Health Services (Bethanna),xmlschema11-2#time,"""Thursday from 09:00 to 21:00"""
Outpatient Mental Health Services (Bethanna),xmlschema11-2#time,"""Saturday from 09:00 to 21:00"""
Outpatient Mental Health Services (Bethanna),xmlschema11-2#time,"""Wednesday from 09:00 to 21:00"""
Outpatient Mental Health Services (Bethanna),conditionsOfAccess,"""Must have Medicaid', 'Must have Axis I diagnosis in order to be eligible for services."""
"Community Outreach, Recovery, & Empowerment (Horizon House)",latitude,39.962058
"Community Outreach, Recovery, & Empowerment (Horizon House)",audience,Individuals
"Community Outreach, Recovery, & Empowerment (Horizon House)",category,DailyLifeSkills
"Community Outreach, Recovery, & Empowerment (Horizon House)",category,SupportNetwork
"Community Outreach, Recovery, & Empowerment (Horizon House)",audience,AllMentalHealth
"Community Outreach, Recovery, & Empowerment (Horizon House)",category,PsychiatricEmergencyServices
"Community Outreach, Recovery, & Empowerment (Horizon House)",category,OutpatientTreatment
"Community Outreach, Recovery, & Empowerment (Horizon House)",cost,ReducedCost
"Community Outreach, Recovery, & Empowerment (Horizon House)",category,MentalHealthCare
"Community Outreach, Recovery, & Empowerment (Horizon House)",availability,Available
"Community Outreach, Recovery, & Empowerment (Horizon House)",audience,AllAges
"Community Outreach, Recovery, & Empowerment (Horizon House)",category,OneOnOneSupport
"Community Outreach, Recovery, & Empowerment (Horizon House)",language,English
"Community Outreach, Recovery, & Empowerment (Horizon House)",category,MedicationsForMentalHealth
"Community Outreach, Recovery, & Empowerment (Horizon House)",category,GroupTherapy
"Community Outreach, Recovery, & Empowerment (Horizon House)",category,UnderstandMentalHealth
"Community Outreach, Recovery, & Empowerment (Horizon House)",category,IndividualCounseling
"Community Outreach, Recovery, & Empowerment (Horizon House)",service type,Mental Health
"Community Outreach, Recovery, & Empowerment (Horizon House)",postalCode,"""19136"""
"Community Outreach, Recovery, & Empowerment (Horizon House)",url,"""https://www.facebook.com/horizonhouseinc/"""
"Community Outreach, Recovery, & Empowerment (Horizon House)",identifier,"""Community Outreach, Recovery, & Empowerment (Horizon House)_6023043218931712"""
"Community Outreach, Recovery, & Empowerment (Horizon House)",name,"""Community Outreach, Recovery, & Empowerment (Horizon House)"""
"Community Outreach, Recovery, & Empowerment (Horizon House)",name,""""""
"Community Outreach, Recovery, & Empowerment (Horizon House)",hasMap,XMLSchema#anyUri
"Community Outreach, Recovery, & Empowerment (Horizon House)",areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
"Community Outreach, Recovery, & Empowerment (Horizon House)",provider,"Community Outreach, Recovery, & Empowerment (Horizon House)"
"Community Outreach, Recovery, & Empowerment (Horizon House)",address,"""5901 Market Street, Philadelphia, PA 19136"""
"Community Outreach, Recovery, & Empowerment (Horizon House)",longitude,XMLSchema#decimal
"Community Outreach, Recovery, & Empowerment (Horizon House)",availableChannel,"AB-Community Outreach, Recovery, & Empowerment (Horizon House)"
"Community Outreach, Recovery, & Empowerment (Horizon House)",availableChannel,"P-Community Outreach, Recovery, & Empowerment (Horizon House)"
"Community Outreach, Recovery, & Empowerment (Horizon House)",containedInPlace,19136
"Community Outreach, Recovery, & Empowerment (Horizon House)",description,"Community Outreach, Recovery, & Empowerment (Horizon House)"
"Community Outreach, Recovery, & Empowerment (Horizon House)",telephone,"""tel:+1-215-386-3838"""
"Community Outreach, Recovery, & Empowerment (Horizon House)",text,"""Community Outreach Recovery & Empowerment (CORE) is designed to assist individuals with long histories of serious mental illness achieve and maintain stability while minimizing their use of emergency behavioral health systems. Services provided:- Case management- Psychiatric services- Individual and group outpatient therapy- Self–help groups- Medication management- Skill buildingPlease call for more information about services. Medicare and Medicaid are accepted."""
"Community Outreach, Recovery, & Empowerment (Horizon House)",xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
"Community Outreach, Recovery, & Empowerment (Horizon House)",xmlschema11-2#time,"""Saturday Closed"
"Community Outreach, Recovery, & Empowerment (Horizon House)",xmlschema11-2#time,"""Sunday Closed"
"Community Outreach, Recovery, & Empowerment (Horizon House)",xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
"Community Outreach, Recovery, & Empowerment (Horizon House)",xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
"Community Outreach, Recovery, & Empowerment (Horizon House)",xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
"Community Outreach, Recovery, & Empowerment (Horizon House)",xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
"Community Outreach, Recovery, & Empowerment (Horizon House)",conditionsOfAccess,"""We serve individuals with long histories of serious mental illness.', 'Must have Medicare or Medicaid."""
"Continuity of Care (The Consortium, Inc.)",latitude,39.9595245
"Continuity of Care (The Consortium, Inc.)",audience,LowIncome
"Continuity of Care (The Consortium, Inc.)",availability,Available
"Continuity of Care (The Consortium, Inc.)",cost,SlidingScale
"Continuity of Care (The Consortium, Inc.)",category,OneOnOneSupport
"Continuity of Care (The Consortium, Inc.)",audience,BenefitRecipients
"Continuity of Care (The Consortium, Inc.)",audience,Adults18
"Continuity of Care (The Consortium, Inc.)",language,English
"Continuity of Care (The Consortium, Inc.)",category,MentalHealthCare
"Continuity of Care (The Consortium, Inc.)",category,NavigatingTheSystem
"Continuity of Care (The Consortium, Inc.)",service type,Mental Health
"Continuity of Care (The Consortium, Inc.)",postalCode,"""19139"""
"Continuity of Care (The Consortium, Inc.)",url,"""None"""
"Continuity of Care (The Consortium, Inc.)",identifier,"""Continuity of Care (The Consortium, Inc.)_5827818778001408"""
"Continuity of Care (The Consortium, Inc.)",name,"""Continuity of Care (The Consortium, Inc.)"""
"Continuity of Care (The Consortium, Inc.)",name,""""""
"Continuity of Care (The Consortium, Inc.)",hasMap,XMLSchema#anyUri
"Continuity of Care (The Consortium, Inc.)",areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
"Continuity of Care (The Consortium, Inc.)",provider,"Continuity of Care (The Consortium, Inc.)"
"Continuity of Care (The Consortium, Inc.)",address,"""5501 Chestnut Street, Philadelphia, PA 19139"""
"Continuity of Care (The Consortium, Inc.)",longitude,XMLSchema#decimal
"Continuity of Care (The Consortium, Inc.)",longitude,XMLSchema#decimal
"Continuity of Care (The Consortium, Inc.)",availableChannel,"AB-Continuity of Care (The Consortium, Inc.)"
"Continuity of Care (The Consortium, Inc.)",availableChannel,"P-Continuity of Care (The Consortium, Inc.)"
"Continuity of Care (The Consortium, Inc.)",containedInPlace,19139
"Continuity of Care (The Consortium, Inc.)",description,"Continuity of Care (The Consortium, Inc.)"
"Continuity of Care (The Consortium, Inc.)",telephone,"""tel:+1-215-596-8400"""
"Continuity of Care (The Consortium, Inc.)",telephone,"""tel:+1-215-748-8400"""
"Continuity of Care (The Consortium, Inc.)",text,"""Continuity of Care serves individuals who have been discharged from psychiatric hospitals and their families. We assist with:- Accessing community services- Consulting with in-patient staff- Discharge planningThe Consortium accepts Medicaid and offers a sliding scale fee for low-income individuals. We don't turn anyone away."""
"Continuity of Care (The Consortium, Inc.)",xmlschema11-2#time,"""Wednesday from 09:00 to 17:00"""
"Continuity of Care (The Consortium, Inc.)",xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
"Continuity of Care (The Consortium, Inc.)",xmlschema11-2#time,"""Thursday from 09:00 to 17:00"""
"Continuity of Care (The Consortium, Inc.)",xmlschema11-2#time,"""Monday from 09:00 to 17:00"""
"Continuity of Care (The Consortium, Inc.)",xmlschema11-2#time,"""Sunday Closed"
"Continuity of Care (The Consortium, Inc.)",xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
"Continuity of Care (The Consortium, Inc.)",xmlschema11-2#time,"""Friday from 09:00 to 17:00"""
"Continuity of Care (The Consortium, Inc.)",xmlschema11-2#time,"""Saturday Closed"
"Continuity of Care (The Consortium, Inc.)",xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
"Continuity of Care (The Consortium, Inc.)",xmlschema11-2#time,"""Saturday from 09:00 to 16:00"""
"Continuity of Care (The Consortium, Inc.)",xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
"Continuity of Care (The Consortium, Inc.)",xmlschema11-2#time,"""Tuesday from 09:00 to 17:00"""
"Continuity of Care (The Consortium, Inc.)",xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
"Continuity of Care (The Consortium, Inc.)",conditionsOfAccess,"""Must meet income requirements or have Medicaid."""
Rearing Successful Sons RSS (Presbytery of Philadelphia),latitude,39.9378617
