subject,relation,object
Emergency Shelter (HELP USA Pennsylvania),audience,Homeless
Emergency Shelter (HELP USA Pennsylvania),category,NavigatingTheSystem
Emergency Shelter (HELP USA Pennsylvania),availability,Available
Emergency Shelter (HELP USA Pennsylvania),audience,LowIncome
Emergency Shelter (HELP USA Pennsylvania),cost,Free
Emergency Shelter (HELP USA Pennsylvania),audience,AllAges
Emergency Shelter (HELP USA Pennsylvania),audience,Families
Emergency Shelter (HELP USA Pennsylvania),category,TemporaryShelter
Emergency Shelter (HELP USA Pennsylvania),audience,NearHomeless
Emergency Shelter (HELP USA Pennsylvania),category,SkilledNursing
Emergency Shelter (HELP USA Pennsylvania),category,HelpFindWork
Emergency Shelter (HELP USA Pennsylvania),audience,DomesticViolenceSurvivors
Emergency Shelter (HELP USA Pennsylvania),audience,Individuals
Emergency Shelter (HELP USA Pennsylvania),language,English
Emergency Shelter (HELP USA Pennsylvania),category,PreventAndTreat
Emergency Shelter (HELP USA Pennsylvania),audience,AbuseOrNeglectSurvivors
Emergency Shelter (HELP USA Pennsylvania),service type,Shelter
Emergency Shelter (HELP USA Pennsylvania),postalCode,"""19131"""
Emergency Shelter (HELP USA Pennsylvania),url,"""https://www.facebook.com/helpusa"""
Emergency Shelter (HELP USA Pennsylvania),url,"""https://www.twitter.com/@HelpUSA"""
Emergency Shelter (HELP USA Pennsylvania),identifier,"""Emergency Shelter (HELP USA Pennsylvania)_5398794886447104"""
Emergency Shelter (HELP USA Pennsylvania),name,""""""
Emergency Shelter (HELP USA Pennsylvania),name,"""Emergency Shelter (HELP USA Pennsylvania)"""
Emergency Shelter (HELP USA Pennsylvania),hasMap,XMLSchema#anyUri
Emergency Shelter (HELP USA Pennsylvania),areaServed,"""This program covers residents of the following counties: Bucks County, PA, Delaware County, PA, Montgomery County, PA and Philadelphia County, PA."""
Emergency Shelter (HELP USA Pennsylvania),provider,Emergency Shelter (HELP USA Pennsylvania)
Emergency Shelter (HELP USA Pennsylvania),address,"""4910 Wyalusing Avenue, Philadelphia, PA 19131"""
Emergency Shelter (HELP USA Pennsylvania),longitude,XMLSchema#decimal
Emergency Shelter (HELP USA Pennsylvania),longitude,XMLSchema#decimal
Emergency Shelter (HELP USA Pennsylvania),availableChannel,AB-Emergency Shelter (HELP USA Pennsylvania)
Emergency Shelter (HELP USA Pennsylvania),availableChannel,P-Emergency Shelter (HELP USA Pennsylvania)
Emergency Shelter (HELP USA Pennsylvania),containedInPlace,19131
Emergency Shelter (HELP USA Pennsylvania),description,Emergency Shelter (HELP USA Pennsylvania)
Emergency Shelter (HELP USA Pennsylvania),telephone,"""tel:+1-215-473-6454"""
Emergency Shelter (HELP USA Pennsylvania),text,"""HELP USA is there for those who find themselves suddenly homeless, and they provide them with safe, temporary shelter and the support they need to get back on their feet. They believe in a different kind of homeless shelter â€“ one that is respectful, supportive, and treats each resident as a unique individual.This program provides:- Temporary shelter- Day care and afterschool care- Physical and mental healthcare- Navigating the system- Help find work"""
Emergency Shelter (HELP USA Pennsylvania),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
Emergency Shelter (HELP USA Pennsylvania),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
Emergency Shelter (HELP USA Pennsylvania),xmlschema11-2#time,"""Saturday Closed"
Emergency Shelter (HELP USA Pennsylvania),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
Emergency Shelter (HELP USA Pennsylvania),xmlschema11-2#time,"""Sunday Closed"
Emergency Shelter (HELP USA Pennsylvania),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
Emergency Shelter (HELP USA Pennsylvania),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
Emergency Shelter (HELP USA Pennsylvania),conditionsOfAccess,"""For individuals facing homelessness in the Philadelphia area."""
Homeless Veterans Initiative (Disabled American Veterans),latitude,39.9167076
Homeless Veterans Initiative (Disabled American Veterans),category,TemporaryShelter
Homeless Veterans Initiative (Disabled American Veterans),language,English
Homeless Veterans Initiative (Disabled American Veterans),cost,Free
Homeless Veterans Initiative (Disabled American Veterans),availability,Available
Homeless Veterans Initiative (Disabled American Veterans),audience,Veterans
Homeless Veterans Initiative (Disabled American Veterans),category,GovernmentBenefits
Homeless Veterans Initiative (Disabled American Veterans),service type,Shelter
Homeless Veterans Initiative (Disabled American Veterans),postalCode,"""19142"""
Homeless Veterans Initiative (Disabled American Veterans),url,"""None"""
Homeless Veterans Initiative (Disabled American Veterans),identifier,"""Homeless Veterans Initiative (Disabled American Veterans)_6359041064304640"""
Homeless Veterans Initiative (Disabled American Veterans),name,""""""
Homeless Veterans Initiative (Disabled American Veterans),name,"""Homeless Veterans Initiative (Disabled American Veterans)"""
Homeless Veterans Initiative (Disabled American Veterans),areaServed,"""This program covers residents of All US states and territories."""
Homeless Veterans Initiative (Disabled American Veterans),provider,Homeless Veterans Initiative (Disabled American Veterans)
Homeless Veterans Initiative (Disabled American Veterans),address,"""7050 Reedland St, Philadelphia, PA 19142"""
Homeless Veterans Initiative (Disabled American Veterans),longitude,XMLSchema#decimal
Homeless Veterans Initiative (Disabled American Veterans),availableChannel,AB-Homeless Veterans Initiative (Disabled American Veterans)
Homeless Veterans Initiative (Disabled American Veterans),availableChannel,P-Homeless Veterans Initiative (Disabled American Veterans)
Homeless Veterans Initiative (Disabled American Veterans),containedInPlace,19142
Homeless Veterans Initiative (Disabled American Veterans),description,Homeless Veterans Initiative (Disabled American Veterans)
Homeless Veterans Initiative (Disabled American Veterans),telephone,"""tel:+1-877-426-2838"""
Homeless Veterans Initiative (Disabled American Veterans),text,"""""""The DAV Homeless Veterans Initiative, supported by DAVâ€™s Charitable Service Trust and Columbia Trust, promotes the development of supportive housing and necessary services to assist homeless veterans in becoming productive, self-sufficient members of society. Our goal is to establish a partnership between the DAV and Federal, state, county and local governments to develop programs to assist homeless veterans in becoming self-sufficientService:-counsel individuals on the many VA benefits for which they may be entitledIf you or someone you know is a homeless veteran in need of assistance, please contact us."""""""
Homeless Veterans Initiative (Disabled American Veterans),xmlschema11-2#time,"""Sunday Closed"
Homeless Veterans Initiative (Disabled American Veterans),xmlschema11-2#time,"""Saturday Closed"
Homeless Veterans Initiative (Disabled American Veterans),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
Homeless Veterans Initiative (Disabled American Veterans),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
Homeless Veterans Initiative (Disabled American Veterans),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
Homeless Veterans Initiative (Disabled American Veterans),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
Homeless Veterans Initiative (Disabled American Veterans),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
Homeless Veterans Initiative (Disabled American Veterans),conditionsOfAccess,"""Serves homeless veterans."""
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),latitude,39.9676669
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),audience,Individuals
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),language,English
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),audience,WithChildren
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),audience,Homeless
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),cost,Free
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),audience,Families
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),audience,Adults18
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),category,TemporaryShelter
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),category,CaseManagement
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),availability,Available
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),service type,Shelter
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),postalCode,"""19123"""
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),url,"""https://www.twitter.com/@SalArmyPhilly"""
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),url,"""https://www.facebook.com/SalArmyPhilly"""
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),identifier,"""Red Shield Family Residence (The Salvation Army - Greater Philadelphia)_6004150434004992"""
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),name,""""""
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),name,"""Red Shield Family Residence (The Salvation Army - Greater Philadelphia)"""
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),hasMap,XMLSchema#anyUri
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),provider,Red Shield Family Residence (The Salvation Army - Greater Philadelphia)
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),address,"""715 North Broad Street, Philadelphia, PA 19123"""
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),longitude,XMLSchema#decimal
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),availableChannel,AB-Red Shield Family Residence (The Salvation Army - Greater Philadelphia)
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),availableChannel,P-Red Shield Family Residence (The Salvation Army - Greater Philadelphia)
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),containedInPlace,19123
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),description,Red Shield Family Residence (The Salvation Army - Greater Philadelphia)
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),telephone,"""tel:+1-215-787-2887"""
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),text,"""Centralized Homeless Intake Services includes an assessment of eligibility and service needs of persons and families presenting for placement into emergency housing. If eligible, persons and families are placed in appropriate emergency housing, boarding homes, or other alternative housing. Mental health assessments and referrals to drug/alcohol treatment, health services, children and youth services, legal services and veteranâ€™s services, etc., are provided as needed.This program provides:- Temporary shelter- Ongoing case management services- Assistance with obtaining transitional and/or permanent housing- Supportive housing for special populations- An optional savings program which allows households to save a part of their income for future housing expensesIf you are currently experiencing homelessness, please call during business hours. You must go through central intake for an initial assessment of your housing needs before placement into the homeless housing system."""
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),xmlschema11-2#time,"""Friday from 00:00 to 23:59"""
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),xmlschema11-2#time,"""Wednesday from 00:00 to 23:59"""
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),xmlschema11-2#time,"""Saturday from 00:00 to 23:59"""
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),xmlschema11-2#time,"""Monday from 00:00 to 23:59"""
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),xmlschema11-2#time,"""Thursday from 00:00 to 23:59"""
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),xmlschema11-2#time,"""Tuesday from 00:00 to 23:59"""
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),xmlschema11-2#time,"""Sunday from 00:00 to 23:59"""
Red Shield Family Residence (The Salvation Army - Greater Philadelphia),conditionsOfAccess,"""Serves families seeking emergency housing."""
Residential Maternity Shelter (Mothers' Home),latitude,39.9221757
Residential Maternity Shelter (Mothers' Home),audience,Pregnant
Residential Maternity Shelter (Mothers' Home),audience,Female
Residential Maternity Shelter (Mothers' Home),category,HelpFindHousing
Residential Maternity Shelter (Mothers' Home),category,SafeHousing
Residential Maternity Shelter (Mothers' Home),availability,Available
Residential Maternity Shelter (Mothers' Home),language,English
Residential Maternity Shelter (Mothers' Home),audience,Homeless
Residential Maternity Shelter (Mothers' Home),category,HealthEducation
Residential Maternity Shelter (Mothers' Home),audience,NearHomeless
Residential Maternity Shelter (Mothers' Home),cost,Free
Residential Maternity Shelter (Mothers' Home),category,SkillsAndTraining
Residential Maternity Shelter (Mothers' Home),category,NutritionEducation
Residential Maternity Shelter (Mothers' Home),category,TemporaryShelter
Residential Maternity Shelter (Mothers' Home),category,IndividualCounseling
Residential Maternity Shelter (Mothers' Home),audience,Adults18
Residential Maternity Shelter (Mothers' Home),category,ParentingEducation
Residential Maternity Shelter (Mothers' Home),category,BabySupplies
Residential Maternity Shelter (Mothers' Home),category,FinancialEducation
Residential Maternity Shelter (Mothers' Home),service type,Shelter
Residential Maternity Shelter (Mothers' Home),postalCode,"""19023"""
Residential Maternity Shelter (Mothers' Home),url,"""https://www.facebook.com/mothershomeshelter"""
Residential Maternity Shelter (Mothers' Home),identifier,"""Residential Maternity Shelter (Mothers' Home)_6697255720189952"""
Residential Maternity Shelter (Mothers' Home),name,"""Residential Maternity Shelter (Mothers' Home)"""
Residential Maternity Shelter (Mothers' Home),name,""""""
Residential Maternity Shelter (Mothers' Home),hasMap,XMLSchema#anyUri
Residential Maternity Shelter (Mothers' Home),areaServed,"""This program covers residents of the following counties: Bucks County, PA, Chester County, PA, Delaware County, PA, Montgomery County, PA and Philadelphia County, PA."""
Residential Maternity Shelter (Mothers' Home),provider,Residential Maternity Shelter (Mothers' Home)
Residential Maternity Shelter (Mothers' Home),address,"""51 North MacDade Blvd, Darby, PA 19023"""
Residential Maternity Shelter (Mothers' Home),longitude,XMLSchema#decimal
Residential Maternity Shelter (Mothers' Home),availableChannel,AB-Residential Maternity Shelter (Mothers' Home)
Residential Maternity Shelter (Mothers' Home),availableChannel,P-Residential Maternity Shelter (Mothers' Home)
Residential Maternity Shelter (Mothers' Home),containedInPlace,19023
Residential Maternity Shelter (Mothers' Home),description,Residential Maternity Shelter (Mothers' Home)
Residential Maternity Shelter (Mothers' Home),telephone,"""tel:+1-610-583-4663"""
Residential Maternity Shelter (Mothers' Home),text,"""Mothers' Home provides a Residential Maternity Shelter and supportive services for pregnant women who are homeless or in crisis over the age of 18 who do not have other children in their care.This program provides: - Temporary housingWomen in the shelter have access to:- Life skills training- Parenting classes- Job readiness training- Counseling services- Pre and postnatal health education- Childbirth and development classes- Housing search assistance- Educational classes on budgeting, legal, and nutrition- Initial personal and baby supplies- Peer supportWomen may continue to reside in our Residential Maternity Shelter for up to six months after giving birth."""
Residential Maternity Shelter (Mothers' Home),xmlschema11-2#time,"""Sunday Closed"
Residential Maternity Shelter (Mothers' Home),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
Residential Maternity Shelter (Mothers' Home),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
Residential Maternity Shelter (Mothers' Home),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
Residential Maternity Shelter (Mothers' Home),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
Residential Maternity Shelter (Mothers' Home),xmlschema11-2#time,"""Saturday Closed"
Residential Maternity Shelter (Mothers' Home),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
Residential Maternity Shelter (Mothers' Home),conditionsOfAccess,"""This program helps people who are older than 17 years old.', 'Must be a pregnant woman with no children currently in your care."""
Men's Shelter (Philly House),latitude,39.958175
Men's Shelter (Philly House),audience,Male
Men's Shelter (Philly House),audience,Emergency
Men's Shelter (Philly House),audience,Individuals
Men's Shelter (Philly House),category,TemporaryShelter
Men's Shelter (Philly House),audience,Homeless
Men's Shelter (Philly House),category,PersonalHygiene
Men's Shelter (Philly House),category,Meals
Men's Shelter (Philly House),language,English
Men's Shelter (Philly House),cost,Free
Men's Shelter (Philly House),availability,Available
Men's Shelter (Philly House),audience,Adults18
Men's Shelter (Philly House),service type,Shelter
Men's Shelter (Philly House),postalCode,"""19107"""
Men's Shelter (Philly House),url,"""https://www.facebook.com/phillyhomeless"""
Men's Shelter (Philly House),url,"""https://www.twitter.com/@phillyhomeless"""
Men's Shelter (Philly House),identifier,"""Men's Shelter (Philly House)_5704371963166720"""
Men's Shelter (Philly House),name,""""""
Men's Shelter (Philly House),name,"""Men's Shelter (Philly House)"""
Men's Shelter (Philly House),hasMap,XMLSchema#anyUri
Men's Shelter (Philly House),areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
Men's Shelter (Philly House),provider,Men's Shelter (Philly House)
Men's Shelter (Philly House),address,"""302 North 13th Street, Philadelphia, PA 19107"""
Men's Shelter (Philly House),longitude,XMLSchema#decimal
Men's Shelter (Philly House),availableChannel,AB-Men's Shelter (Philly House)
Men's Shelter (Philly House),availableChannel,P-Men's Shelter (Philly House)
Men's Shelter (Philly House),containedInPlace,19107
Men's Shelter (Philly House),description,Men's Shelter (Philly House)
Men's Shelter (Philly House),telephone,"""tel:+1-215-922-6400"""
Men's Shelter (Philly House),text,"""Sunday Breakfast Rescue Mission strives to meet the physical needs of the homeless and hurting men in Philadelphia through emergency shelter services that provide safe beds and nutritious meals to their homeless guests 365 days a year. Services:- Temporary Shelter- Meals- Shower- Case Management Sunday Breakfast Rescue Mission includes an intake assessment of eligibility and service needs of persons and families presenting for placement into emergency housing. You must go through a central intake assessment before placement into the homeless housing system. To receive a bed, please arrive at 7:00 PM. Intake closes at 8:00 PM. You do not need to call ahead. Men are able to stay with us for thirty days at a time."""
Men's Shelter (Philly House),xmlschema11-2#time,"""Saturday from 00:00 to 23:59"""
Men's Shelter (Philly House),xmlschema11-2#time,"""Thursday from 00:00 to 23:59"""
Men's Shelter (Philly House),xmlschema11-2#time,"""Tuesday from 00:00 to 23:59"""
Men's Shelter (Philly House),xmlschema11-2#time,"""Monday from 00:00 to 23:59"""
Men's Shelter (Philly House),xmlschema11-2#time,"""Wednesday from 00:00 to 23:59"""
Men's Shelter (Philly House),xmlschema11-2#time,"""Sunday from 00:00 to 23:59"""
Men's Shelter (Philly House),xmlschema11-2#time,"""Friday from 00:00 to 23:59"""
Men's Shelter (Philly House),conditionsOfAccess,"""This program serves single men in North Philadelphia who are experiencing homelessness."""
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",latitude,39.968264
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",category,HelpPayForUtilities
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",audience,HomeRenters
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",category,TemporaryShelter
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",audience,Families
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",audience,LimitedEnglish
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",language,English
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",category,EmergencyPayments
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",category,FinancialAssistance
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",audience,NearHomeless
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",availability,Available
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",cost,Free
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",category,FinancialEducation
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",category,HelpPayForHousing
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",audience,Adults18
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",language,Spanish
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",audience,Individuals
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",service type,Shelter
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",postalCode,"""19130"""
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",url,"""https://www.facebook.com/pages/Philadelphia-PA/City-of-Philadelphia/23587514958"""
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",url,"""https://www.twitter.com/@PhiladelphiaGov"""
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",identifier,"""City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)_6101823548030976"""
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",name,"""City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)"""
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",name,""""""
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",hasMap,XMLSchema#anyUri
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",provider,"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)"
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",address,"""1401 John F Kennedy Boulevard 10th floor, Philadelphia, PA 19102"""
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",longitude,XMLSchema#decimal
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",availableChannel,"AB-City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)"
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",availableChannel,"P-City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)"
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",containedInPlace,19130
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",description,"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)"
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",telephone,"""tel:+1-215-686-7175"""
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",text,"""The City of Philadelphia - Office of Homeless Services provides limited emergency financial assistance and/or emergency response for families and individuals displaced or experiencing homelessness and residents with court-ordered evictions.This program provides:- Mediation- Financial Counseling- Problem solving- One-time payment for move-in costs (security deposit, first and last monthâ€™s rent)- Up to 12 months of rental assistance with housing case management- Emergency Housing (shelter)Assistance is available for residents displaced by disasters, natural and otherwise. Due to high call volume, OHS staff will return calls within 5 to 10 business days. Assistance is based on funding availability.Please call for updated information on available funding for assistance."""
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",xmlschema11-2#time,"""Sunday Closed"
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",xmlschema11-2#time,"""Saturday Closed"
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
"City of Philadelphia, Office of Homeless Services - Prevention, Diversion and Intake (City of Philadelphia - Office of Homeless Services)",conditionsOfAccess,"""This program helps people with income at or below 125% of federal poverty guidelines.', 'Must be experiencing a financial crisis and at imminent risk of becoming homeless. OR', 'Received a court eviction hearing notice or court-ordered eviction. OR', 'Received a notice to vacate from landlord. OR', 'Lack family and financial resources, placing you at risk for homelessness. OR', 'Have the ability to sustain housing after receiving assistance."""
Emergency Shelter (Gaudenzia),latitude,39.9619265
Emergency Shelter (Gaudenzia),audience,Male
Emergency Shelter (Gaudenzia),audience,Emergency
Emergency Shelter (Gaudenzia),category,TemporaryShelter
Emergency Shelter (Gaudenzia),audience,Female
Emergency Shelter (Gaudenzia),audience,Homeless
Emergency Shelter (Gaudenzia),audience,Individuals
Emergency Shelter (Gaudenzia),availability,Available
Emergency Shelter (Gaudenzia),cost,Free
Emergency Shelter (Gaudenzia),language,English
Emergency Shelter (Gaudenzia),audience,Adults18
Emergency Shelter (Gaudenzia),service type,Shelter
Emergency Shelter (Gaudenzia),postalCode,"""19139"""
Emergency Shelter (Gaudenzia),url,"""https://www.facebook.com/gaudenziaorg/"""
Emergency Shelter (Gaudenzia),url,"""https://www.twitter.com/@Gaudenzia"""
Emergency Shelter (Gaudenzia),identifier,"""Emergency Shelter (Gaudenzia)_6571638428270592"""
Emergency Shelter (Gaudenzia),name,""""""
Emergency Shelter (Gaudenzia),name,"""Emergency Shelter (Gaudenzia)"""
Emergency Shelter (Gaudenzia),hasMap,XMLSchema#anyUri
Emergency Shelter (Gaudenzia),areaServed,"""This program covers residents of the following cities: Washington, DC, Claymont, DE and Philadelphia, PA."""
Emergency Shelter (Gaudenzia),provider,Emergency Shelter (Gaudenzia)
Emergency Shelter (Gaudenzia),address,"""111 North 49th Street, Philadelphia, PA 19139"""
Emergency Shelter (Gaudenzia),longitude,XMLSchema#decimal
Emergency Shelter (Gaudenzia),availableChannel,AB-Emergency Shelter (Gaudenzia)
Emergency Shelter (Gaudenzia),availableChannel,P-Emergency Shelter (Gaudenzia)
Emergency Shelter (Gaudenzia),containedInPlace,19139
Emergency Shelter (Gaudenzia),description,Emergency Shelter (Gaudenzia)
Emergency Shelter (Gaudenzia),telephone,"""tel:+1-833-976-4357"""
Emergency Shelter (Gaudenzia),text,"""Gaudenzia provides temporary shelter and services to meet basic needs when individuals fall on hard times and have nowhere left to go.This program provides:- Temporary shelterThe shelter provides the following additional services: - Meals- Showers"""
Emergency Shelter (Gaudenzia),xmlschema11-2#time,"""Monday from 00:00 to 23:59"""
Emergency Shelter (Gaudenzia),xmlschema11-2#time,"""Sunday from 00:00 to 23:59"""
Emergency Shelter (Gaudenzia),xmlschema11-2#time,"""Friday from 00:00 to 23:59"""
Emergency Shelter (Gaudenzia),xmlschema11-2#time,"""Thursday from 00:00 to 23:59"""
Emergency Shelter (Gaudenzia),xmlschema11-2#time,"""Wednesday from 00:00 to 23:59"""
Emergency Shelter (Gaudenzia),xmlschema11-2#time,"""Saturday from 00:00 to 23:59"""
Emergency Shelter (Gaudenzia),xmlschema11-2#time,"""Tuesday from 00:00 to 23:59"""
Emergency Shelter (Gaudenzia),conditionsOfAccess,""""""
Navigation Center (Horizon House),latitude,39.962058
Navigation Center (Horizon House),audience,Homeless
Navigation Center (Horizon House),cost,Free
